"Year","Month","Day","Latitude","Longitude","Measurement","Unit","Density.Range","Density.Class"
"2007","03","18",17.55,-158.31,0.011996,"pieces/m3","0.005-1","Medium"
"2003","12","04",18.46,-157.58,0,"pieces/m3","0-0.0005","Very Low"
"2007","11","29",19.24,-156.55,0,"pieces/m3","0-0.0005","Very Low"
"2007","11","05",19.43,-145.47,0.00432,"pieces/m3","0.0005-0.005","Low"
"2010","08","04",33.35,-150.87,0,"pieces/m3","0-0.0005","Very Low"
"2009","09","18",32.5517,-159.9608,0.977401,"pieces/m3","0.005-1","Medium"
"2012","02","21",19.8,-143.03,0,"pieces/m3","0-0.0005","Very Low"
"2008","11","03",20.61,-155,0,"pieces/m3","0-0.0005","Very Low"
"2011","10","20",26.14,-143.12,0,"pieces/m3","0-0.0005","Very Low"
"2005","11","30",28.04,-140.48,0,"pieces/m3","0-0.0005","Very Low"
"2004","04","20",18.46,-157.58,0.00432,"pieces/m3","0.0005-0.005","Low"
"2004","04","23",15.94,-162.49,0,"pieces/m3","0-0.0005","Very Low"
"2011","10","25",19.8,-143.03,0,"pieces/m3","0-0.0005","Very Low"
"2010","12","14",33.38,-156.38,0,"pieces/m3","0-0.0005","Very Low"
"2005","11","08",32.84,-147.81,0,"pieces/m3","0-0.0005","Very Low"
"2008","03","09",31.72,-144.77,0,"pieces/m3","0-0.0005","Very Low"
"2007","03","09",20.35,-154.67,0,"pieces/m3","0-0.0005","Very Low"
"2012","02","10",26.14,-143.12,0,"pieces/m3","0-0.0005","Very Low"
"2005","05","24",28.04,-140.48,0,"pieces/m3","0-0.0005","Very Low"
"2004","12","03",15.94,-162.49,0,"pieces/m3","0-0.0005","Very Low"
"2009","02","27",19.24,-143.41,0,"pieces/m3","0-0.0005","Very Low"
"2010","10","21",22.11,-141.71,0,"pieces/m3","0-0.0005","Very Low"
"2011","04","23",33.38,-156.38,0,"pieces/m3","0-0.0005","Very Low"
"2007","07","20",31.72,-144.77,0,"pieces/m3","0-0.0005","Very Low"
"1973","02","14",30.367,-145.1,0.002,"pieces/m3","0.0005-0.005","Low"
"2008","12","12",33.1,-149.63,0.00216,"pieces/m3","0.0005-0.005","Low"
"2005","08","22",17.55,-158.31,0.011996,"pieces/m3","0.005-1","Medium"
"2005","08","21",19.95,-156.16,0,"pieces/m3","0-0.0005","Very Low"
"2008","05","28",20.35,-154.67,0,"pieces/m3","0-0.0005","Very Low"
"2009","08","19",33.38,-156.38,0,"pieces/m3","0-0.0005","Very Low"
"2007","09","24",32.5205,-147.2988,0.936173,"pieces/m3","0.005-1","Medium"
"2006","12","15",31.72,-144.77,0,"pieces/m3","0-0.0005","Very Low"
"2012","10","24",25.35,-141.11,6.68962,"pieces/m3","1-10","High"
"2011","03","08",22.11,-141.71,0,"pieces/m3","0-0.0005","Very Low"
"2004","08","17",28.72,-140.03,0,"pieces/m3","0-0.0005","Very Low"
"2003","12","07",15.94,-162.49,0,"pieces/m3","0-0.0005","Very Low"
"2009","03","01",19.62,-146.5,0.00216,"pieces/m3","0.0005-0.005","Low"
"2009","09","13",31.151,-160.1013,8.714907,"pieces/m3","1-10","High"
"2007","11","26",20.35,-154.67,0,"pieces/m3","0-0.0005","Very Low"
"2012","06","25",25.35,-141.11,0.004584,"pieces/m3","0.0005-0.005","Low"
"2010","07","18",33.38,-156.38,0,"pieces/m3","0-0.0005","Very Low"
"2006","05","11",31.72,-144.77,0,"pieces/m3","0-0.0005","Very Low"
"2011","06","06",22.11,-141.71,0,"pieces/m3","0-0.0005","Very Low"
"2005","01","06",28.72,-140.03,0,"pieces/m3","0-0.0005","Very Low"
"2008","12","11",33.47,-151.63,0.00864,"pieces/m3","0.005-1","Medium"
"2004","11","01",19.51,-144.23,0,"pieces/m3","0-0.0005","Very Low"
"2007","03","03",18.97,-143.47,0.0108,"pieces/m3","0.005-1","Medium"
"2005","05","20",28.72,-140.03,0,"pieces/m3","0-0.0005","Very Low"
"2008","03","15",29.98,-140,0,"pieces/m3","0-0.0005","Very Low"
"2012","05","13",32.37,-146.51,0.006272,"pieces/m3","0.005-1","Medium"
"2010","10","05",31.54,-143.82,0,"pieces/m3","0-0.0005","Very Low"
"2002","03","21",20.57,-155.54,0.00216,"pieces/m3","0.0005-0.005","Low"
"2009","06","04",21.15,-142.77,0,"pieces/m3","0-0.0005","Very Low"
"2003","02","12",19.66,-157.2,0.011248,"pieces/m3","0.005-1","Medium"
"2012","10","21",22.99,-148.78,8.715904,"pieces/m3","1-10","High"
"2008","11","01",20.35,-154.67,0,"pieces/m3","0-0.0005","Very Low"
"2011","08","07",33.26,-156.98,0,"pieces/m3","0-0.0005","Very Low"
"2003","05","14",16.62,-157.58,0,"pieces/m3","0-0.0005","Very Low"
"2008","05","31",19.24,-156.55,0,"pieces/m3","0-0.0005","Very Low"
"2007","11","10",18.8899,-155.6586,0.10483,"pieces/m3","0.005-1","Medium"
"2006","05","24",22.99,-148.78,0,"pieces/m3","0-0.0005","Very Low"
"2012","07","06",20.57,-154.86,0.130212,"pieces/m3","0.005-1","Medium"
"2011","05","25",24.59,-143.47,0.041396,"pieces/m3","0.005-1","Medium"
"2003","11","10",25.69,-141.14,0,"pieces/m3","0-0.0005","Very Low"
"2004","12","17",33.09,-156.27,0.00266,"pieces/m3","0.0005-0.005","Low"
"2009","07","05",16.13,-162,0.00648,"pieces/m3","0.005-1","Medium"
"2006","08","20",19.96,-146.64,0.00216,"pieces/m3","0.0005-0.005","Low"
"2006","04","17",32.76,-150.21,0,"pieces/m3","0-0.0005","Very Low"
"2004","10","18",24.59,-143.47,0.041396,"pieces/m3","0.005-1","Medium"
"2005","01","31",26.6,-142.77,0,"pieces/m3","0-0.0005","Very Low"
"2009","10","22",28.41,-140.21,0,"pieces/m3","0-0.0005","Very Low"
"2007","10","19",24.73,-139.58,0,"pieces/m3","0-0.0005","Very Low"
"2009","11","01",25.69,-141.14,0,"pieces/m3","0-0.0005","Very Low"
"2010","12","21",33.35,-150.87,0,"pieces/m3","0-0.0005","Very Low"
"2012","10","11",33.56,-152.27,0.165036,"pieces/m3","0.005-1","Medium"
"2011","07","07",19.73,-146.63,0,"pieces/m3","0-0.0005","Very Low"
"2011","04","26",33.35,-150.87,0,"pieces/m3","0-0.0005","Very Low"
"2008","05","15",24.73,-139.58,0,"pieces/m3","0-0.0005","Very Low"
"2010","10","15",24.37,-147.78,0.892728,"pieces/m3","0.005-1","Medium"
"2010","10","18",25.69,-141.14,0,"pieces/m3","0-0.0005","Very Low"
"1972","10","08",27,-141,0,"pieces/m3","0-0.0005","Very Low"
"1972","10","03",31,-145,0,"pieces/m3","0-0.0005","Very Low"
"2007","12","07",15.25,-157.55,0,"pieces/m3","0-0.0005","Very Low"
"2012","07","02",19.73,-146.63,0.220436,"pieces/m3","0.005-1","Medium"
"2004","02","22",24.21,-149.32,0,"pieces/m3","0-0.0005","Very Low"
"2011","05","31",24.21,-149.32,0,"pieces/m3","0-0.0005","Very Low"
"2010","10","31",20.27,-156.47,0,"pieces/m3","0-0.0005","Very Low"
"2007","07","11",33.1,-156.49,0,"pieces/m3","0-0.0005","Very Low"
"2004","07","20",33.06,-148.13,0,"pieces/m3","0-0.0005","Very Low"
"2007","04","03",15.25,-157.55,0,"pieces/m3","0-0.0005","Very Low"
"2006","07","19",18.97,-143.47,0.0108,"pieces/m3","0.005-1","Medium"
"2004","10","21",24.21,-149.32,0,"pieces/m3","0-0.0005","Very Low"
"2009","12","12",20.27,-156.47,0,"pieces/m3","0-0.0005","Very Low"
"2003","11","22",20.6,-154.81,0,"pieces/m3","0-0.0005","Very Low"
"2003","12","24",33.06,-148.13,0.00216,"pieces/m3","0.0005-0.005","Low"
"2009","10","19",31.54,-143.82,0,"pieces/m3","0-0.0005","Very Low"
"2004","04","14",20.14,-148.94,0,"pieces/m3","0-0.0005","Very Low"
"2007","07","28",27.84,-140.77,0.0024,"pieces/m3","0.0005-0.005","Low"
"2006","12","02",33.1,-156.49,0,"pieces/m3","0-0.0005","Very Low"
"2002","04","03",17.23,-157.24,0.006856,"pieces/m3","0.005-1","Medium"
"2003","10","22",33.06,-148.13,0,"pieces/m3","0-0.0005","Very Low"
"2011","07","14",16.36,-159.94,0.016196,"pieces/m3","0.005-1","Medium"
"2009","03","10",16.13,-162,0.00648,"pieces/m3","0.005-1","Medium"
"2010","10","08",28.41,-140.21,0,"pieces/m3","0-0.0005","Very Low"
"2008","04","06",27.84,-140.77,0.0024,"pieces/m3","0.0005-0.005","Low"
"2012","05","16",28.72,-140.03,0.002176,"pieces/m3","0.0005-0.005","Low"
"2003","02","16",15.36,-152.9,0,"pieces/m3","0-0.0005","Very Low"
"2005","02","28",19.51,-144.23,0,"pieces/m3","0-0.0005","Very Low"
"2005","12","04",22.99,-148.78,0,"pieces/m3","0-0.0005","Very Low"
"2011","03","30",20.27,-156.47,0,"pieces/m3","0-0.0005","Very Low"
"2012","10","19",26.6,-142.77,0.305316,"pieces/m3","0.005-1","Medium"
"2005","04","16",33.09,-156.27,0.00266,"pieces/m3","0.0005-0.005","Low"
"2012","10","29",20.57,-154.86,1.452084,"pieces/m3","1-10","High"
"2008","10","16",23.35,-144.31,0,"pieces/m3","0-0.0005","Very Low"
"2011","02","21",24.59,-143.47,0.041396,"pieces/m3","0.005-1","Medium"
"2010","11","03",16.36,-159.94,0.016196,"pieces/m3","0.005-1","Medium"
"2010","06","05",16.13,-162,0.00648,"pieces/m3","0.005-1","Medium"
"2005","12","12",23.52,-141.63,0,"pieces/m3","0-0.0005","Very Low"
"2008","12","31",24.37,-147.78,0.892728,"pieces/m3","0.005-1","Medium"
"2008","12","20",27.84,-140.77,0.0024,"pieces/m3","0.0005-0.005","Low"
"2009","07","14",34.1497,-179.9897,0.49496,"pieces/m3","0.005-1","Medium"
"2004","04","07",19.51,-144.23,0.0024,"pieces/m3","0.0005-0.005","Low"
"2003","12","21",33.02,-152.9,0,"pieces/m3","0-0.0005","Very Low"
"2009","07","07",34.3688,-169.1825,0.3622,"pieces/m3","0.005-1","Medium"
"2011","12","14",32.37,-146.51,0,"pieces/m3","0-0.0005","Very Low"
"2007","02","18",22.99,-148.78,0,"pieces/m3","0-0.0005","Very Low"
"2008","01","23",21.6499,-160.5483,0.024105,"pieces/m3","0.005-1","Medium"
"2012","03","04",20.57,-154.86,0.0108,"pieces/m3","0.005-1","Medium"
"2011","10","14",24.59,-143.47,0.041396,"pieces/m3","0.005-1","Medium"
"2007","08","10",22.99,-148.78,0,"pieces/m3","0-0.0005","Very Low"
"2012","10","13",32.84,-147.81,0.618428,"pieces/m3","0.005-1","Medium"
"2005","02","25",23.52,-141.63,0,"pieces/m3","0-0.0005","Very Low"
"2007","08","22",25.94,-146.58,0.326132,"pieces/m3","0.005-1","Medium"
"2005","02","19",26.14,-143.12,0,"pieces/m3","0-0.0005","Very Low"
"2005","07","14",23.52,-141.63,0,"pieces/m3","0-0.0005","Very Low"
"2008","05","12",25.94,-146.58,0.326132,"pieces/m3","0.005-1","Medium"
"2005","07","12",26.14,-143.12,0,"pieces/m3","0-0.0005","Very Low"
"2012","07","09",17.55,-158.31,0.242996,"pieces/m3","0.005-1","Medium"
"2003","11","13",22.11,-141.71,0,"pieces/m3","0-0.0005","Very Low"
"2008","12","28",23.35,-144.31,0,"pieces/m3","0-0.0005","Very Low"
"2006","05","30",25.94,-146.58,0.326132,"pieces/m3","0.005-1","Medium"
"2005","12","09",26.14,-143.12,0,"pieces/m3","0-0.0005","Very Low"
"2011","05","14",28.41,-140.21,0,"pieces/m3","0-0.0005","Very Low"
"2011","10","10",28.72,-140.03,0,"pieces/m3","0-0.0005","Very Low"
"2011","11","05",16.36,-159.94,0.016196,"pieces/m3","0.005-1","Medium"
"2011","12","20",28.72,-140.03,0,"pieces/m3","0-0.0005","Very Low"
"2008","01","27",30.989,-165.4256,0.452806,"pieces/m3","0.005-1","Medium"
"2004","04","04",22.11,-141.71,0,"pieces/m3","0-0.0005","Very Low"
"2009","05","19",23.35,-144.31,0,"pieces/m3","0-0.0005","Very Low"
"2007","02","21",25.94,-146.58,0.326132,"pieces/m3","0.005-1","Medium"
"2004","04","22",16.36,-159.94,0,"pieces/m3","0-0.0005","Very Low"
"2009","03","07",19.24,-156.55,0,"pieces/m3","0-0.0005","Very Low"
"2011","10","30",20.14,-148.94,0,"pieces/m3","0-0.0005","Very Low"
"2005","10","29",33.09,-156.27,0.00266,"pieces/m3","0.0005-0.005","Low"
"2008","02","05",34.5145,-157.8488,1.692872,"pieces/m3","1-10","High"
"2012","01","05",23.15,-144.69,0,"pieces/m3","0-0.0005","Very Low"
"2010","10","11",24.59,-143.47,0.041396,"pieces/m3","0.005-1","Medium"
"2007","08","20",24.52,-148.47,0,"pieces/m3","0-0.0005","Very Low"
"2012","10","30",17.55,-158.31,1.085568,"pieces/m3","1-10","High"
"2007","11","25",19.8962,-155.9993,0.009072,"pieces/m3","0.005-1","Medium"
"2008","11","11",16.13,-162,0.00648,"pieces/m3","0.005-1","Medium"
"2007","11","08",19.96,-146.64,0.00216,"pieces/m3","0.0005-0.005","Low"
"2005","05","12",32.76,-150.21,0,"pieces/m3","0-0.0005","Very Low"
"2010","08","03",33.02,-152.9,0,"pieces/m3","0-0.0005","Very Low"
"2012","02","22",19.51,-144.23,0,"pieces/m3","0-0.0005","Very Low"
"2011","10","19",25.28,-147,2.712124,"pieces/m3","1-10","High"
"2005","12","01",26.6,-142.77,0,"pieces/m3","0-0.0005","Very Low"
"2007","02","22",26.05,-141.2,0.00216,"pieces/m3","0.0005-0.005","Low"
"2011","02","13",28.41,-140.21,0,"pieces/m3","0-0.0005","Very Low"
"2004","08","04",31.06,-143.46,0.00216,"pieces/m3","0.0005-0.005","Low"
"2011","10","08",32.37,-146.51,0,"pieces/m3","0-0.0005","Very Low"
"2009","04","28",33.08,-147.02,0,"pieces/m3","0-0.0005","Very Low"
"2003","11","18",19.51,-144.23,0,"pieces/m3","0-0.0005","Very Low"
"2012","10","25",23.52,-141.63,0.057004,"pieces/m3","0.005-1","Medium"
"2011","03","06",24.03,-138.44,0,"pieces/m3","0-0.0005","Very Low"
"2005","12","14",21.42,-142.07,0,"pieces/m3","0-0.0005","Very Low"
"2008","10","26",21.15,-142.77,0,"pieces/m3","0-0.0005","Very Low"
"2006","12","19",29.98,-140,0,"pieces/m3","0-0.0005","Very Low"
"2006","02","13",16.28,-160.37,0,"pieces/m3","0-0.0005","Very Low"
"2011","04","01",18.46,-157.58,0.0108,"pieces/m3","0.005-1","Medium"
"2004","10","24",26.14,-143.12,0,"pieces/m3","0-0.0005","Very Low"
"2012","10","18",28.04,-140.48,1.6563,"pieces/m3","1-10","High"
"2012","04","21",33.26,-156.98,0,"pieces/m3","0-0.0005","Very Low"
"2008","03","03",32.35,-155.1,0,"pieces/m3","0-0.0005","Very Low"
"2005","03","04",20.57,-154.86,0.0108,"pieces/m3","0.005-1","Medium"
"2009","11","11",20.15,-147.77,0,"pieces/m3","0-0.0005","Very Low"
"2003","11","01",23.15,-144.69,0.00216,"pieces/m3","0.0005-0.005","Low"
"2008","07","14",25.68,-143.09,0,"pieces/m3","0-0.0005","Very Low"
"2009","05","26",24.37,-147.78,0.892728,"pieces/m3","0.005-1","Medium"
"2006","10","23",16.28,-160.37,0,"pieces/m3","0-0.0005","Very Low"
"2005","02","16",24.21,-149.32,0,"pieces/m3","0-0.0005","Very Low"
"2012","10","08",33.26,-156.98,0.049996,"pieces/m3","0.005-1","Medium"
"2004","11","06",20.57,-154.86,0.0108,"pieces/m3","0.005-1","Medium"
"2008","04","15",25.68,-143.09,0,"pieces/m3","0-0.0005","Very Low"
"2009","10","29",24.37,-147.78,0.892728,"pieces/m3","0.005-1","Medium"
"2003","10","20",33.35,-150.87,0,"pieces/m3","0-0.0005","Very Low"
"2006","07","14",21.42,-142.07,0,"pieces/m3","0-0.0005","Very Low"
"2008","05","18",21.15,-142.77,0,"pieces/m3","0-0.0005","Very Low"
"2003","07","12",33.34,-151.97,0.081212,"pieces/m3","0.005-1","Medium"
"2011","05","10",32.37,-146.51,0,"pieces/m3","0-0.0005","Very Low"
"2009","10","17",33.08,-147.02,0,"pieces/m3","0-0.0005","Very Low"
"2004","12","23",33.06,-148.13,0,"pieces/m3","0-0.0005","Very Low"
"2009","09","24",34.2913,-144.3522,4.193644,"pieces/m3","1-10","High"
"2003","04","28",19.15,-154.81,0,"pieces/m3","0-0.0005","Very Low"
"2006","05","19",26.6,-142.77,0,"pieces/m3","0-0.0005","Very Low"
"2009","05","14",29.37,-139.91,0,"pieces/m3","0-0.0005","Very Low"
"2011","10","04",33.35,-150.87,0,"pieces/m3","0-0.0005","Very Low"
"2005","07","19",19.73,-146.63,0,"pieces/m3","0-0.0005","Very Low"
"2005","12","18",19.43,-145.47,0.00432,"pieces/m3","0.0005-0.005","Low"
"2002","05","01",26.24,-165.56,0.010636,"pieces/m3","0.005-1","Medium"
"2008","10","22",24.73,-139.58,0,"pieces/m3","0-0.0005","Very Low"
"2011","06","01",25.28,-147,2.712124,"pieces/m3","1-10","High"
"2005","03","02",19.73,-146.63,0,"pieces/m3","0-0.0005","Very Low"
"2006","04","11",33.09,-156.27,0.00266,"pieces/m3","0.0005-0.005","Low"
"2009","07","03",29.301,-162.048,1.481736,"pieces/m3","1-10","High"
"2009","02","18",24.73,-139.58,0,"pieces/m3","0-0.0005","Very Low"
"2009","05","29",25.69,-141.14,0,"pieces/m3","0-0.0005","Very Low"
"2008","07","10",28.54,-140.09,0,"pieces/m3","0-0.0005","Very Low"
"2012","04","25",33.56,-152.27,0,"pieces/m3","0-0.0005","Very Low"
"2007","03","06",19.96,-146.64,0.00216,"pieces/m3","0.0005-0.005","Low"
"2011","10","26",19.51,-144.23,0,"pieces/m3","0-0.0005","Very Low"
"2010","12","20",33.02,-152.9,0,"pieces/m3","0-0.0005","Very Low"
"2012","02","08",25.28,-147,2.712124,"pieces/m3","1-10","High"
"2005","06","02",26.6,-142.77,0,"pieces/m3","0-0.0005","Very Low"
"2005","11","06",32.76,-150.21,0,"pieces/m3","0-0.0005","Very Low"
"2003","12","05",16.36,-159.94,0.077752,"pieces/m3","0.005-1","Medium"
"2008","11","04",19.24,-156.55,0,"pieces/m3","0-0.0005","Very Low"
"2007","10","30",18.97,-143.47,0.0108,"pieces/m3","0.005-1","Medium"
"2007","11","27",20.61,-155,0,"pieces/m3","0-0.0005","Very Low"
"2005","11","14",28.72,-140.03,0,"pieces/m3","0-0.0005","Very Low"
"2005","08","24",16.28,-160.37,0,"pieces/m3","0-0.0005","Very Low"
"2007","11","10",18.1587,-155.9801,0.063771,"pieces/m3","0.005-1","Medium"
"2005","07","22",20.57,-154.86,0.0108,"pieces/m3","0.005-1","Medium"
"2010","10","27",20.15,-147.77,0,"pieces/m3","0-0.0005","Very Low"
"2004","02","19",23.15,-144.69,0,"pieces/m3","0-0.0005","Very Low"
"2011","12","06",33.26,-156.98,0,"pieces/m3","0-0.0005","Very Low"
"2007","07","14",32.35,-155.1,0,"pieces/m3","0-0.0005","Very Low"
"2002","04","18",17.47,-170.01,0.003692,"pieces/m3","0.0005-0.005","Low"
"1973","02","11",31.167,-155.033,0.001,"pieces/m3","0.0005-0.005","Low"
"2010","10","20",24.03,-138.44,0,"pieces/m3","0-0.0005","Very Low"
"2009","02","21",21.15,-142.77,0,"pieces/m3","0-0.0005","Very Low"
"2007","07","24",29.98,-140,0,"pieces/m3","0-0.0005","Very Low"
"2004","01","03",31.06,-143.46,0,"pieces/m3","0-0.0005","Very Low"
"2008","12","14",33.08,-147.02,0,"pieces/m3","0-0.0005","Very Low"
"2006","10","18",19.95,-156.16,0,"pieces/m3","0-0.0005","Very Low"
"2009","06","25",19.24,-143.41,0,"pieces/m3","0-0.0005","Very Low"
"2009","06","28",20.15,-147.77,0,"pieces/m3","0-0.0005","Very Low"
"2005","05","18",31.06,-143.46,0.00216,"pieces/m3","0.0005-0.005","Low"
"2008","07","03",33.1,-149.63,0.00216,"pieces/m3","0.0005-0.005","Low"
"2008","06","30",32.35,-155.1,0,"pieces/m3","0-0.0005","Very Low"
"2011","06","08",19.8,-143.03,0,"pieces/m3","0-0.0005","Very Low"
"2003","07","07",25.06,-156.94,0,"pieces/m3","0-0.0005","Very Low"
"2012","06","27",23.52,-141.63,0.101364,"pieces/m3","0.005-1","Medium"
"2004","12","31",31.06,-143.46,0.00216,"pieces/m3","0.0005-0.005","Low"
"2008","12","09",32.35,-155.1,0,"pieces/m3","0-0.0005","Very Low"
"2009","09","17",31.3132,-158.7325,0.024922,"pieces/m3","0.005-1","Medium"
"2006","04","28",32.84,-147.81,0,"pieces/m3","0-0.0005","Very Low"
"2011","06","05",24.03,-138.44,0,"pieces/m3","0-0.0005","Very Low"
"2012","06","24",26.14,-143.12,0.037872,"pieces/m3","0.005-1","Medium"
"2005","01","18",28.04,-140.48,0,"pieces/m3","0-0.0005","Very Low"
"2008","05","26",19.96,-146.64,0.00216,"pieces/m3","0.0005-0.005","Low"
"2011","03","09",19.8,-143.03,0,"pieces/m3","0-0.0005","Very Low"
"2012","10","23",26.14,-143.12,1.34614,"pieces/m3","1-10","High"
"2004","02","13",27.33,-142.18,0,"pieces/m3","0-0.0005","Very Low"
"2009","04","19",33.47,-151.63,0.00864,"pieces/m3","0.005-1","Medium"
"2006","12","11",32.84,-147.81,0,"pieces/m3","0-0.0005","Very Low"
"2004","12","01",16.36,-159.94,0.016196,"pieces/m3","0.005-1","Medium"
"2005","12","25",19.95,-156.16,0,"pieces/m3","0-0.0005","Very Low"
"2009","11","07",19.24,-143.41,0,"pieces/m3","0-0.0005","Very Low"
"2007","07","18",32.84,-147.81,0,"pieces/m3","0-0.0005","Very Low"
"2003","10","28",27.33,-142.18,0,"pieces/m3","0-0.0005","Very Low"
"1973","02","15",30.433,-140.767,0,"pieces/m3","0-0.0005","Very Low"
"2011","07","11",31.5383,-156.8608,0.388498,"pieces/m3","0.005-1","Medium"
"2008","07","05",33.08,-147.02,0,"pieces/m3","0-0.0005","Very Low"
"2011","01","04",33.06,-148.13,0,"pieces/m3","0-0.0005","Very Low"
"2012","02","11",25.35,-141.11,0,"pieces/m3","0-0.0005","Very Low"
"2009","11","03",24.03,-138.44,0,"pieces/m3","0-0.0005","Very Low"
"2011","10","24",22.11,-141.71,0,"pieces/m3","0-0.0005","Very Low"
"2012","10","12",32.76,-150.21,0.02438,"pieces/m3","0.005-1","Medium"
"2012","03","08",19.95,-156.16,0,"pieces/m3","0-0.0005","Very Low"
"2003","12","02",20.27,-156.47,0,"pieces/m3","0-0.0005","Very Low"
"2005","12","22",20.57,-154.86,0.0108,"pieces/m3","0.005-1","Medium"
"2004","10","20",23.15,-144.69,0,"pieces/m3","0-0.0005","Very Low"
"2007","02","15",24.28,-143.99,0.00216,"pieces/m3","0.0005-0.005","Low"
"2009","05","18",25.68,-143.09,0,"pieces/m3","0-0.0005","Very Low"
"2008","01","29",33.0283,-167.5915,1.401489,"pieces/m3","1-10","High"
"2005","03","11",15.94,-162.49,0,"pieces/m3","0-0.0005","Very Low"
"2008","05","29",20.61,-155,0,"pieces/m3","0-0.0005","Very Low"
"2004","12","16",33.26,-156.98,0,"pieces/m3","0-0.0005","Very Low"
"2012","07","04",20.14,-148.94,0.101784,"pieces/m3","0.005-1","Medium"
"2011","05","26",23.15,-144.69,0,"pieces/m3","0-0.0005","Very Low"
"2006","05","27",24.52,-148.47,0,"pieces/m3","0-0.0005","Very Low"
"2011","07","05",19.51,-144.23,0,"pieces/m3","0-0.0005","Very Low"
"2003","02","10",21.18,-157.79,0.025408,"pieces/m3","0.005-1","Medium"
"2012","06","23",25.28,-147,0.017788,"pieces/m3","0.005-1","Medium"
"2008","05","14",26.05,-141.2,0.00216,"pieces/m3","0.0005-0.005","Low"
"2011","04","25",33.02,-152.9,0,"pieces/m3","0-0.0005","Very Low"
"2004","11","02",19.73,-146.63,0,"pieces/m3","0-0.0005","Very Low"
"2008","04","03",28.54,-140.09,0,"pieces/m3","0-0.0005","Very Low"
"2003","10","23",32.37,-146.51,0,"pieces/m3","0-0.0005","Very Low"
"2007","03","05",19.43,-145.47,0.00432,"pieces/m3","0.0005-0.005","Low"
"2007","03","01",21.42,-142.07,0,"pieces/m3","0-0.0005","Very Low"
"2010","10","06",29.37,-139.91,0,"pieces/m3","0-0.0005","Very Low"
"2007","03","31",16.28,-160.37,0,"pieces/m3","0-0.0005","Very Low"
"2009","07","04",16.88,-159.15,0,"pieces/m3","0-0.0005","Very Low"
"2004","04","10",19.73,-146.63,0,"pieces/m3","0-0.0005","Very Low"
"2003","12","23",33.35,-150.87,0,"pieces/m3","0-0.0005","Very Low"
"2006","04","15",33.56,-152.27,0,"pieces/m3","0-0.0005","Very Low"
"2003","12","31",32.37,-146.51,0,"pieces/m3","0-0.0005","Very Low"
"2006","07","26",19.43,-145.47,0.00432,"pieces/m3","0.0005-0.005","Low"
"2009","10","20",29.37,-139.91,0,"pieces/m3","0-0.0005","Very Low"
"2007","07","25",28.54,-140.09,0,"pieces/m3","0-0.0005","Very Low"
"2008","06","01",16.88,-159.15,0,"pieces/m3","0-0.0005","Very Low"
"2012","10","26",18.97,-143.47,0.191384,"pieces/m3","0.005-1","Medium"
"2003","05","10",20.4,-156.47,0,"pieces/m3","0-0.0005","Very Low"
"2004","07","17",33.35,-150.87,0,"pieces/m3","0-0.0005","Very Low"
"2010","10","28",20.6,-154.81,0,"pieces/m3","0-0.0005","Very Low"
"2006","05","20",24.28,-143.99,0.00216,"pieces/m3","0.0005-0.005","Low"
"2004","03","03",25.28,-147,0,"pieces/m3","0-0.0005","Very Low"
"2011","02","27",26.21,-144.53,0.060476,"pieces/m3","0.005-1","Medium"
"2011","03","29",20.6,-154.81,0,"pieces/m3","0-0.0005","Very Low"
"2008","05","17",22.76,-141.69,0,"pieces/m3","0-0.0005","Very Low"
"2012","10","20",24.28,-143.99,0.560888,"pieces/m3","0.005-1","Medium"
"2010","10","17",26.21,-144.53,0.060476,"pieces/m3","0.005-1","Medium"
"2011","05","09",33.06,-148.13,0,"pieces/m3","0-0.0005","Very Low"
"2005","02","20",25.35,-141.11,0,"pieces/m3","0-0.0005","Very Low"
"2009","10","31",26.21,-144.53,0.060476,"pieces/m3","0.005-1","Medium"
"2007","10","13",26.05,-141.2,0.00216,"pieces/m3","0.0005-0.005","Low"
"2004","05","24",33.26,-156.98,0,"pieces/m3","0-0.0005","Very Low"
"2008","01","24",22.9567,-161.9107,0.056995,"pieces/m3","0.005-1","Medium"
"2009","05","25",23.65,-149.74,0,"pieces/m3","0-0.0005","Very Low"
"2012","02","28",20.14,-148.94,0,"pieces/m3","0-0.0005","Very Low"
"2011","10","16",23.15,-144.69,0,"pieces/m3","0-0.0005","Very Low"
"2007","02","19",24.52,-148.47,0,"pieces/m3","0-0.0005","Very Low"
"2004","10","23",25.28,-147,2.712124,"pieces/m3","1-10","High"
"2010","11","02",18.46,-157.58,0.0108,"pieces/m3","0.005-1","Medium"
"2012","04","01",15.94,-162.49,0,"pieces/m3","0-0.0005","Very Low"
"2009","07","12",34.4268,-176.4903,1.794728,"pieces/m3","1-10","High"
"2003","11","12",24.03,-138.44,0,"pieces/m3","0-0.0005","Very Low"
"2008","12","26",25.68,-143.09,0,"pieces/m3","0-0.0005","Very Low"
"2008","10","21",26.05,-141.2,0.00216,"pieces/m3","0.0005-0.005","Low"
"2011","10","09",31.06,-143.46,0.00216,"pieces/m3","0.0005-0.005","Low"
"2012","10","31",16.28,-160.37,2.319528,"pieces/m3","1-10","High"
"2011","02","11",29.37,-139.91,0,"pieces/m3","0-0.0005","Very Low"
"2005","04","15",33.26,-156.98,0,"pieces/m3","0-0.0005","Very Low"
